event 1,event 2,cost
457,485,138900
181,206,132700
264,275,96300
662,661,101200
1516,1235,103800
211,230,112500
398,370,119800
510,510,112900
470,459,118500
300,263,107800
493,389,140800
1208,1088,105200
780,801,140500
815,725,127600
631,593,95500
404,437,115000
1139,1036,112600
191,234,122400
9,16,262500
1832,1554,125800
993,963,133200
945,932,130700
331,323,122700
277,239,96800
659,554,88100
447,423,86100
855,675,91300
889,887,126500
521,503,107100
568,512,118200
1043,1002,133200
570,552,132000
637,608,87600
531,489,88600
343,338,92800
569,516,112300
1008,940,101600
334,338,81800
549,564,96400
522,537,146800
372,341,79200
354,335,72700
333,312,67800
353,329,66600
391,351,69700
393,348,81600
552,551,84500
348,279,73400
409,344,70400
574,563,70500
498,477,66400
219,211,69000
363,311,93200
740,659,72400
286,280,70600
85,107,70300
337,324,68100
302,270,67300
385,363,70400
164,196,105600
566,518,90600
388,365,88400
2445,2299,103800
1224,1150,111500
1605,1519,133200
122,136,221300
181,188,164300
131,141,155000
603,576,122200
888,727,86800
847,778,88300
425,420,111100
573,438,89700
596,569,87100
1287,1162,106500
381,381,137100
182,188,109000
481,499,124900
1140,1056,119900
665,620,106300
139,152,131000
1307,1147,122200
282,260,115000
163,138,88000
199,182,85500
335,320,89000
273,281,86100
448,403,89400
385,391,96000
166,174,90800
284,269,65500
275,249,64800
343,351,70900
393,362,68500
283,224,66400
111,120,67000
321,317,64000
190,190,64900
257,197,64100
415,341,68100
130,137,63400
755,655,69500
461,463,78800
176,183,59700
244,243,75200
345,311,73700
427,446,159700
280,259,122200
343,344,97400
345,352,97000
488,453,99100
532,501,122100
456,398,90700
430,401,135000
438,416,93300
266,256,97300
321,324,102600
496,493,81900
314,319,82900
307,267,97600
401,341,90000
261,248,88100
568,517,77100
577,524,76800
395,333,79500
528,455,77900
822,751,70600
612,531,65800
563,467,75800
557,494,71500
261,215,66900
611,512,66100
432,385,68200
351,274,72100
437,394,63500
448,455,70800
677,612,78800
715,586,68000
418,359,69500
405,424,71300
387,330,68300
11,13,75000
,107,90800
143,138,73300
238,255,159400
278,274,116600
481,479,91500
380,348,97600
389,380,88300
658,663,98000
351,344,123700
3,8,250000
1976,1791,88800
1229,1141,114500
676,585,96400
257,245,97600
253,253,95300
503,487,90000
472,487,83400
550,493,72100
747,721,87500
636,562,78800
254,268,83800
687,589,87800
148,138,88200
752,643,72600
641,614,70800
684,668,70200
246,256,87500
560,486,67700
288,238,59300
134,150,62900
1042,896,78000
415,435,84500
423,396,86700
405,403,95200
458,412,89200
425,377,90500
248,264,93700
1007,953,99400
345,368,75300
251,237,78600
264,244,85500
276,244,84000
269,272,76900
160,131,63500
149,130,73100
123,124,67000
149,139,68200
157,152,65000
102,91,73100
387,352,74600
495,469,69900
732,676,70900
245,207,84000
231,230,81500
2111,1789,88300
388,336,116700
347,259,106300
383,385,134600
577,536,149500
,391,95800
1121,1046,115700
403,423,111500
290,304,136700
292,293,123100
402,382,123700
761,669,122400
299,302,134500
187,207,151600
274,285,129300
1525,1466,197700
186,169,79300
256,212,73000
605,573,85800
706,687,78800
132,120,82100
507,496,214500
1063,1058,161100
395,359,138200
1514,1404,85700
1156,937,93000
1108,963,106500
234,222,223900
682,705,165100
786,718,93300
817,833,137200
521,472,129400
606,488,107500
608,630,128400
293,375,140200
245,267,140700
352,362,159300
251,256,173200
524,479,160000
333,323,144800
310,187,87500
716,620,98900
1093,952,81600
293,251,68700
1330,1159,110200
711,665,126700
499,507,82500
565,575,92900
618,590,113900
667,593,72300
454,358,73200
221,244,81300
319,310,73500
500,472,78300
597,523,77200
,532,80400
354,339,90900
229,234,89400
304,281,90900
384,358,97700
1385,1088,143100
692,666,129200
573,433,164400
14,14,162500
2248,1920,173900
399,379,90300
555,494,84700
751,773,126500
245,264,97400
279,255,75300
301,276,112500
446,414,85100
180,168,81900
348,339,72800
500,455,72500
233,239,100000
1559,1444,102700
731,676,122300
700,696,149300
288,278,140700
342,315,137000
432,392,117600
313,298,117800
498,488,134600
222,234,173400
267,279,153200
426,419,224700
764,664,137500
381,369,152800
361,331,152400
340,320,182400
124,145,381800
993,925,135800
1235,1202,108000
228,257,138100
316,298,129800
828,806,162000
510,460,141100
644,634,127400
359,372,204100
219,230,162300
462,435,149900
507,474,121500
420,377,283100
468,412,117200
554,541,94300
1051,1012,269600
393,385,237200
701,676,217100
648,638,230600
18,12,131300
1271,1189,103000
55,52,120800
510,486,163200
541,514,86900
11,14,500001
438,405,146600
1006,841,173200
577,525,220300
648,619,191600
670,665,121000
891,840,135200
312,274,316700
766,698,111800
826,772,96000
699,652,115700
563,538,122800
809,762,116300
646,614,106700
1205,1131,116700
1213,1116,103500
698,626,104600
446,418,126200
664,681,113500
795,699,92000
735,691,98300
1636,1329,40400
1747,1597,35000
1687,1334,140200
749,666,138800
567,465,119600
1137,947,130900
1200,1026,126500
309,196,84900
1360,1214,69500
212,181,57900
169,165,64700
668,609,73400
671,530,83300
764,711,91300
1306,810,167100
912,464,176900
338,256,108000
317,322,153100
583,509,76600
555,492,55500
351,296,61600
916,736,59600
519,515,72000
512,446,69400
498,443,70400
661,608,69300
366,353,66800
260,229,62000
910,806,98500
1584,1517,92500
326,300,110400
556,485,111200
464,315,104100
361,322,170900
536,478,170600
348,360,116200
850,808,92200
925,840,94100
55,55,64800
691,659,86900
953,891,101900
447,408,109900
520,464,151600
477,470,142200
807,758,167800
629,595,148400
955,915,158200
2495,2324,119200
761,735,118500
942,897,90800
619,635,98500
489,406,64100
360,328,56500
488,487,85400
496,441,79900
59,60,91700
1165,1063,92800
712,685,97100
1385,1199,103100
392,362,98000
585,530,98300
2549,2285,122100
838,779,74300
612,604,115600
698,597,82300
884,812,100400
447,465,116700
1051,918,93400
1545,1399,111800
887,846,93100
342,292,194100
351,314,174500
276,271,165300
753,694,163100
543,419,302600
668,668,119700
396,396,118200
1380,1239,108300
592,507,105100
979,991,124400
1121,1092,125700
390,359,151900
643,582,103400
348,344,120100
604,585,113500
672,630,100500
273,266,123400
1295,1170,129700
1273,1264,98200
299,312,104000
1172,1046,71900
2181,2081,95600
867,856,121400
1122,1064,102000
1005,957,93300
782,776,99300
1095,1031,108800
875,590,81700
272,226,67500
78,56,75000
199,102,40000
713,486,64700
1743,1439,22500
1721,1680,137500
861,686,81000
109,59,65800
556,481,55400
406,349,62300
487,425,54200
411,320,57400
966,695,60800
1719,691,67400
315,159,75000
2634,991,51300
1529,1075,69600
361,321,98100
1238,954,65000
1149,964,73300
1303,1158,72400
1234,1098,65300
1296,1227,84000
872,765,97800
1089,1008,78000
348,320,116300
468,151,42500
1228,360,47800
290,156,66900
2331,1807,66800
1997,1482,65600
705,512,82600
65,56,65600
97,96,94500
1257,423,41000
136,63,42500
712,544,57700
95,58,50000
1901,463,80100
1283,472,66900
,158,48500
587,401,69100
309,271,48100
248,211,48600
464,479,70400
573,481,86800
715,428,157200
,375,133600
,592,97900
263,113,103300
949,422,96500
633,315,128600
756,367,117600
844,428,132400
1244,466,110400
1621,410,135200
87,27,71300
718,250,253800
1147,280,255200
569,192,167600
1455,459,230900
1432,540,162500
1665,423,137200
753,255,165500
1053,504,161100
1047,130,115000
506,274,144100
174,109,171900
994,474,123900
931,445,108400
327,91,87500
582,151,89000
271,114,150000
2630,566,153500
1636,568,124500
523,244,189700
796,218,226500
198,90,176000
822,267,182800
1042,185,132000
938,132,147800
1036,191,157100
770,228,152600
328,151,133000
1635,726,90600
1220,366,92400
1030,219,163100
1985,514,90800
1527,262,84700
849,376,111400
989,376,89000
449,143,133900
125,82,117500
777,265,128600
10,3,42500
259,52,225000
1816,1168,157700
166,114,53300
792,608,57400
120,97,100000
421,404,55600
619,557,91400
669,545,57100
1062,944,66800
444,367,60800
327,298,73800
307,259,79800
467,428,88500
577,522,70500
1165,1072,69000
1292,1126,87200
443,401,80000
407,364,101500
289,230,44700
102,50,55000
797,686,186100
239,239,68300
1044,724,112800
840,587,77700
1401,980,78500
301,285,441700
212,224,408500
208,196,459600
230,190,500001
213,211,411600
175,180,500001
639,661,354200
1176,1100,249000
738,690,274000
534,531,284700
,201,289600
594,536,245500
494,419,137500
262,249,225000
486,482,243800
604,590,261500
384,352,240000
1593,1484,199100
558,490,200000
489,470,302200
674,654,214800
474,456,179800
502,472,175000
579,525,198700
821,555,204200
867,817,171400
607,587,263600
832,808,211700
329,317,159400
327,304,172700
1816,1634,178100
565,569,118100
513,467,133300
525,488,129200
613,630,150000
379,326,162500
464,400,131300
756,695,164100
661,629,146400
681,650,145500
493,506,160000
650,603,171700
682,642,162500
420,415,154400
695,664,142900
461,425,140000
732,718,127100
991,873,142300
519,483,112500
671,623,150000
1182,1130,135000
656,609,130600
354,354,168800
321,321,185300
1031,968,174100
546,513,118300
441,439,155200
389,424,163400
602,520,157600
724,646,106700
633,602,119200
413,412,114600
634,568,130000
717,648,116100
591,576,139000
644,614,127800
331,296,123600
545,518,114200
608,571,128100
364,353,118800
501,460,147500
462,428,150000
421,395,120500
272,265,190300
355,337,167000
422,394,175000
464,461,192200
224,223,331400
233,240,300000
711,709,281600
426,380,270800
374,343,216500
214,217,203100
711,663,223000
549,557,204400
474,415,139600
397,342,122700
600,533,126300
616,607,114400
379,351,96400
726,711,91300
478,450,100000
658,603,100000
587,522,103100
496,445,140000
387,397,122500
267,250,151800
799,754,103400
609,558,94800
722,576,99200
774,715,92400
551,492,85200
182,195,90600
469,445,101100
594,562,102100
773,690,101800
601,526,93400
644,632,98700
190,187,90300
267,241,123100
397,366,97300
704,668,102900
221,223,126700
627,612,132600
546,493,84400
779,744,93200
1046,966,100000
500,447,94100
548,512,89800
586,525,100000
328,303,128100
516,439,95300
376,362,95000
391,396,105000
503,465,95500
577,545,118800
596,548,125000
545,525,138100
549,524,154200
851,782,144700
749,645,119100
419,426,129200
455,446,115300
205,208,116900
501,442,120700
508,462,118300
622,581,124700
707,622,117700
472,475,110100
673,666,126500
643,622,122000
392,406,113900
253,228,135100
218,233,122500
763,720,111300
656,581,154200
240,235,218800
,539,291500
155,153,219200
394,429,185500
614,614,184000
378,380,176600
849,767,184100
254,259,155400
624,582,159100
785,643,140300
447,431,143800
662,548,147700
682,581,161800
373,350,161800
228,241,167600
827,841,166800
683,672,158300
577,527,156800
288,278,150500
359,358,159600
476,499,155700
587,488,156800
,390,139800
611,594,125900
388,383,137300
286,277,141800
468,467,101900
475,450,109100
619,582,126700
514,499,116900
369,353,117000
596,553,104300
652,619,89600
264,279,100600
418,375,98900
390,392,97000
388,389,125700
523,514,145200
598,521,86200
823,697,123400
456,465,143000
406,393,135000
737,751,141400
991,961,109800
608,592,119200
627,623,103000
444,429,99600
745,761,121800
516,486,125400
283,269,133000
592,631,118500
398,386,120800
158,154,165500
269,265,157700
149,155,154900
111,110,158900
572,556,109900
356,347,115800
1703,1694,156900
267,268,142200
317,291,125800
796,728,125000
210,203,144300
515,512,113500
754,730,125000
580,522,129800
785,795,137800
275,292,150400
343,338,153800
511,479,234600
491,458,133400
630,612,303900
818,758,266600
675,702,267400
555,527,143800
359,248,165100
425,432,89300
270,260,152700
683,734,137500
860,828,158900
609,556,125000
357,386,115000
490,445,132200
1004,952,135000
532,536,179400
163,167,156100
397,390,175500
945,808,106300
217,216,84200
582,578,94200
430,410,108000
205,217,108300
911,774,83100
137,170,95600
488,464,86300
472,445,92600
686,660,124100
387,394,137200
246,242,102500
240,224,111800
594,589,120300
523,504,96800
713,644,86900
247,240,87900
348,316,88600
457,460,85900
522,464,79400
502,472,83300
488,428,86400
237,237,90500
253,226,84100
291,297,83200
340,302,87200
272,272,98000
367,355,93400
295,302,91800
627,599,86300
159,162,86500
77,65,93800
294,265,88500
217,231,65700
348,328,78100
400,340,90100
230,231,75600
292,258,78900
392,357,80200
344,330,70200
331,321,78500
246,205,82700
314,307,87500
413,363,83300
623,599,120300
101,113,111300
720,653,137500
435,360,117900
1285,1229,159100
424,356,168800
718,769,175400
768,708,170100
214,215,240900
557,537,213100
338,322,203200
667,614,145000
504,452,140600
307,315,199100
415,412,221100
458,407,139100
423,409,126600
455,425,139400
251,208,103100
344,279,168800
310,339,156300
862,778,160400
332,321,106300
314,297,100000
313,282,87500
,108,91100
325,323,81500
180,164,81300
255,208,72000
478,479,82900
353,330,77300
98,112,78800
289,294,87000
330,316,92500
148,139,82700
180,132,86500
218,212,89400
161,174,90000
172,120,162500
183,172,87500
148,166,86300
82,93,137500
177,147,137500
463,391,162500
451,375,22500
827,761,325000
693,641,205000
181,113,187500
132,109,137500
,499,250000
663,626,162500
471,429,200000
471,451,225000
143,143,116700
256,229,262500
617,534,112500
559,493,195800
487,446,215000
495,410,418800
406,379,466700
806,775,361500
1168,1103,289400
18,22,112500
157,156,255000
316,269,258300
269,244,191700
5,5,162500
702,672,300000
583,550,87500
534,510,262100
985,874,225000
185,184,125000
653,596,101800
112,110,162000
1245,1105,159800
174,193,334500
173,190,345700
202,209,345200
542,471,287500
1111,1072,291000
768,729,291400
683,638,240200
263,256,269700
209,210,244200
229,217,263800
375,388,297700
354,351,388300
287,265,441400
581,558,500001
701,607,500001
431,432,466700
594,583,396400
291,283,383600
450,419,345800
228,239,496400
331,341,400000
325,316,358600
1112,984,247700
956,866,288200
430,419,286800
549,515,257100
285,298,298600
259,281,321800
256,272,367400
,426,137500
608,550,165000
139,134,179200
404,385,169800
525,547,238200
293,329,284900
669,660,252700
475,416,220600
514,489,226000
310,319,248200
1037,935,208300
526,491,205800
614,567,231300
377,377,216700
313,304,266700
442,354,340400
240,205,328600
427,312,291700
484,384,350000
340,250,500000
524,485,362500
690,624,385300
493,433,452600
466,429,175000
665,622,238000
648,617,266700
355,360,356500
431,420,342200
266,228,241700
616,526,275000
278,254,245800
691,320,212500
602,283,193800
282,229,137500
525,491,183300
873,745,190600
355,337,244400
263,267,270000
335,369,362500
260,267,270600
468,429,258300
631,577,253100
630,599,212500
300,298,275000
375,378,317100
540,325,193800
579,538,229400
388,371,216100
918,849,241700
873,798,234800
331,321,187500
661,580,112500
497,503,210000
462,437,276300
882,843,238200
551,532,307400
506,496,275000
659,624,295500
586,554,227800
346,328,290600
421,395,326500
308,257,500001
385,344,450000
289,301,332400
391,392,394400
350,329,311900
450,411,376000
338,314,360300
426,409,410000
653,619,500000
480,428,500001
595,529,500001
488,500,405200
389,333,500001
444,406,488900
660,597,381300
,268,475000
694,552,500001
508,482,422200
429,410,406300
332,335,392300
214,195,500001
499,462,500001
262,241,500001
657,600,500001
1465,1458,205000
261,259,274400
347,366,363600
601,574,316700
494,492,326000
202,217,260700
521,456,277800
315,335,277500
501,368,445700
762,725,474000
826,807,500001
199,187,500001
785,747,500001
193,177,500001
381,358,500001
219,202,500001
533,499,500001
469,326,500001
329,255,500001
475,368,388500
448,440,500001
728,720,272400
563,587,267400
631,581,295300
549,555,213500
498,443,417500
662,594,204200
354,332,188300
301,296,180100
320,282,209800
468,443,100000
740,634,196800
566,518,148600
807,792,171000
4585,4176,280800
1008,918,176600
773,776,156100
1095,932,267000
303,269,254400
303,240,169300
238,247,174800
272,296,214600
431,435,183200
381,362,176100
1952,1827,189100
961,918,114600
266,290,196300
579,576,151200
581,584,154700
710,705,160300
,687,162100
644,630,175200
937,838,92500
363,353,138200
399,393,169600
315,300,163400
418,390,106300
750,736,132500
595,593,184700
241,261,191100
257,239,192300
825,823,180400
444,444,195500
463,390,171200
364,372,166700
419,422,171100
243,239,218900
438,431,185300
314,332,174400
402,413,168300
392,407,182900
514,465,168300
2616,2392,210700
743,716,406200
149,157,500001
233,219,500001
807,756,425900
339,296,370500
268,243,329300
437,386,294400
311,317,271900
469,483,249500
2688,2441,260900
799,781,241500
292,289,240200
1042,983,337000
988,893,467600
3173,2964,322500
597,571,176900
727,728,190200
187,205,237300
512,492,200400
